EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
C玭 6(Kim)	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_037_ST01.spr	MA_RW_037_ST02.spr	MA_RW_000_ST03.spr	MA_RW_037_ST04.spr	MA_RW_037_ST05.spr	MA_RW_037_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_037_WK02.spr	MA_RW_037_WK03.spr	MA_RW_037_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_037_RN02.spr	MA_RW_037_RN03.spr	MA_RW_037_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_037_IJ02.spr	MA_RW_037_IJ03.spr	MA_RW_037_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_037_DE02.spr	MA_RW_037_DE03.spr	MA_RW_037_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_037_AT02.spr	MA_RW_037_AT03.spr	MA_RW_037_AT04.spr	MA_RW_037_AT05.spr	MA_RW_037_AT06.spr	MA_RW_037_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_037_MG01.spr	MA_RW_000_MG02.spr	MA_RW_037_MG03.spr	MA_RW_037_MG04.spr	MA_RW_037_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_037_RD01.spr	MA_RW_037_HW01.spr	MA_RW_037_HR01.spr	MA_RW_037_HA01.spr	MA_RW_037_HA02.spr	MA_RW_037_HM01.spr	MA_RW_037_HI01.spr	MA_RW_037_HD01.spr	MA_RW_037_RD01.spr	MA_RW_037_RD01.spr
C玭 7(H醓)	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_038_ST01.spr	MA_RW_038_ST02.spr	MA_RW_000_ST03.spr	MA_RW_038_ST04.spr	MA_RW_038_ST05.spr	MA_RW_038_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_038_WK02.spr	MA_RW_038_WK03.spr	MA_RW_038_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_038_RN02.spr	MA_RW_038_RN03.spr	MA_RW_038_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_038_IJ02.spr	MA_RW_038_IJ03.spr	MA_RW_038_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_038_DE02.spr	MA_RW_038_DE03.spr	MA_RW_038_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_038_AT02.spr	MA_RW_038_AT03.spr	MA_RW_038_AT04.spr	MA_RW_038_AT05.spr	MA_RW_038_AT06.spr	MA_RW_038_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_038_MG01.spr	MA_RW_000_MG02.spr	MA_RW_038_MG03.spr	MA_RW_038_MG04.spr	MA_RW_038_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_038_RD01.spr	MA_RW_038_HW01.spr	MA_RW_038_HR01.spr	MA_RW_038_HA01.spr	MA_RW_038_HA02.spr	MA_RW_038_HM01.spr	MA_RW_038_HI01.spr	MA_RW_038_HD01.spr	MA_RW_038_RD01.spr	MA_RW_038_RD01.spr
Song Ki誱 6(Th駓)	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	FM_RW_038_ST01.spr	FM_RW_038_ST02.spr	MA_RW_000_ST03.spr	FM_RW_038_ST04.spr	FM_RW_038_ST05.spr	FM_RW_038_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	FM_RW_038_WK02.spr	FM_RW_038_WK03.spr	FM_RW_038_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	FM_RW_038_RN02.spr	FM_RW_038_RN03.spr	FM_RW_038_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	FM_RW_038_IJ02.spr	FM_RW_038_IJ03.spr	FM_RW_038_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	FM_RW_038_DE02.spr	FM_RW_038_DE03.spr	FM_RW_038_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	FM_RW_038_AT02.spr	FM_RW_038_AT03.spr	FM_RW_038_AT04.spr	FM_RW_038_AT05.spr	FM_RW_038_AT06.spr	FM_RW_038_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	FM_RW_038_MG01.spr	MA_RW_000_MG02.spr	FM_RW_038_MG03.spr	FM_RW_038_MG04.spr	FM_RW_038_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	FM_RW_038_RD01.spr	FM_RW_038_HW01.spr	FM_RW_038_HR01.spr	FM_RW_038_HA01.spr	FM_RW_038_HA02.spr	FM_RW_038_HM01.spr	FM_RW_038_HI01.spr	FM_RW_038_HD01.spr	FM_RW_038_RD01.spr	FM_RW_038_RD01.spr
Song Ch飝 6(Kim)	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_039_ST01.spr	MA_RW_039_ST02.spr	MA_RW_000_ST03.spr	MA_RW_039_ST04.spr	MA_RW_039_ST05.spr	MA_RW_039_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_039_WK02.spr	MA_RW_039_WK03.spr	MA_RW_039_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_039_RN02.spr	MA_RW_039_RN03.spr	MA_RW_039_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_039_IJ02.spr	MA_RW_039_IJ03.spr	MA_RW_039_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_039_DE02.spr	MA_RW_039_DE03.spr	MA_RW_039_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_039_AT02.spr	MA_RW_039_AT03.spr	MA_RW_039_AT04.spr	MA_RW_039_AT05.spr	MA_RW_039_AT06.spr	MA_RW_039_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_039_MG01.spr	MA_RW_000_MG02.spr	MA_RW_039_MG03.spr	MA_RW_039_MG04.spr	MA_RW_039_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_039_RD01.spr	MA_RW_039_HW01.spr	MA_RW_039_HR01.spr	MA_RW_039_HA01.spr	MA_RW_039_HA02.spr	MA_RW_039_HM01.spr	MA_RW_039_HI01.spr	MA_RW_039_HD01.spr	MA_RW_039_RD01.spr	MA_RW_039_RD01.spr
双缠手-金	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_000_ST02.spr	MA_RW_000_ST03.spr	MA_RW_000_ST04.spr	MA_RW_000_ST05.spr	MA_RW_000_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_000_WK02.spr	MA_RW_000_WK03.spr	MA_RW_000_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_000_RN02.spr	MA_RW_000_RN03.spr	MA_RW_000_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_000_IJ02.spr	MA_RW_000_IJ03.spr	MA_RW_000_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_000_DE02.spr	MA_RW_000_DE03.spr	MA_RW_000_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_000_AT02.spr	MA_RW_000_AT03.spr	MA_RW_000_AT04.spr	MA_RW_000_AT05.spr	MA_RW_000_AT06.spr	MA_RW_000_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_000_MG01.spr	MA_RW_000_MG02.spr	MA_RW_000_MG03.spr	MA_RW_000_MG04.spr	MA_RW_000_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_000_RD01.spr	MA_RW_000_HW01.spr	MA_RW_000_HR01.spr	MA_RW_000_HA01.spr	MA_RW_000_HA02.spr	MA_RW_000_HM01.spr	MA_RW_000_HI01.spr	MA_RW_000_HD01.spr	MA_RW_000_RD01.spr	MA_RW_000_RD01.spr
双缠手-水	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_000_ST02.spr	MA_RW_000_ST03.spr	MA_RW_000_ST04.spr	MA_RW_000_ST05.spr	MA_RW_000_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_000_WK02.spr	MA_RW_000_WK03.spr	MA_RW_000_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_000_RN02.spr	MA_RW_000_RN03.spr	MA_RW_000_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_000_IJ02.spr	MA_RW_000_IJ03.spr	MA_RW_000_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_000_DE02.spr	MA_RW_000_DE03.spr	MA_RW_000_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_000_AT02.spr	MA_RW_000_AT03.spr	MA_RW_000_AT04.spr	MA_RW_000_AT05.spr	MA_RW_000_AT06.spr	MA_RW_000_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_000_MG01.spr	MA_RW_000_MG02.spr	MA_RW_000_MG03.spr	MA_RW_000_MG04.spr	MA_RW_000_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_000_RD01.spr	MA_RW_000_HW01.spr	MA_RW_000_HR01.spr	MA_RW_000_HA01.spr	MA_RW_000_HA02.spr	MA_RW_000_HM01.spr	MA_RW_000_HI01.spr	MA_RW_000_HD01.spr	MA_RW_000_RD01.spr	MA_RW_000_RD01.spr
双缠手-木	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_000_ST02.spr	MA_RW_000_ST03.spr	MA_RW_000_ST04.spr	MA_RW_000_ST05.spr	MA_RW_000_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_000_WK02.spr	MA_RW_000_WK03.spr	MA_RW_000_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_000_RN02.spr	MA_RW_000_RN03.spr	MA_RW_000_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_000_IJ02.spr	MA_RW_000_IJ03.spr	MA_RW_000_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_000_DE02.spr	MA_RW_000_DE03.spr	MA_RW_000_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_000_AT02.spr	MA_RW_000_AT03.spr	MA_RW_000_AT04.spr	MA_RW_000_AT05.spr	MA_RW_000_AT06.spr	MA_RW_000_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_000_MG01.spr	MA_RW_000_MG02.spr	MA_RW_000_MG03.spr	MA_RW_000_MG04.spr	MA_RW_000_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_000_RD01.spr	MA_RW_000_HW01.spr	MA_RW_000_HR01.spr	MA_RW_000_HA01.spr	MA_RW_000_HA02.spr	MA_RW_000_HM01.spr	MA_RW_000_HI01.spr	MA_RW_000_HD01.spr	MA_RW_000_RD01.spr	MA_RW_000_RD01.spr
双缠手-火	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_000_ST02.spr	MA_RW_000_ST03.spr	MA_RW_000_ST04.spr	MA_RW_000_ST05.spr	MA_RW_000_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_000_WK02.spr	MA_RW_000_WK03.spr	MA_RW_000_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_000_RN02.spr	MA_RW_000_RN03.spr	MA_RW_000_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_000_IJ02.spr	MA_RW_000_IJ03.spr	MA_RW_000_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_000_DE02.spr	MA_RW_000_DE03.spr	MA_RW_000_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_000_AT02.spr	MA_RW_000_AT03.spr	MA_RW_000_AT04.spr	MA_RW_000_AT05.spr	MA_RW_000_AT06.spr	MA_RW_000_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_000_MG01.spr	MA_RW_000_MG02.spr	MA_RW_000_MG03.spr	MA_RW_000_MG04.spr	MA_RW_000_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_000_RD01.spr	MA_RW_000_HW01.spr	MA_RW_000_HR01.spr	MA_RW_000_HA01.spr	MA_RW_000_HA02.spr	MA_RW_000_HM01.spr	MA_RW_000_HI01.spr	MA_RW_000_HD01.spr	MA_RW_000_RD01.spr	MA_RW_000_RD01.spr
长棍-金棍	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_044_ST01.spr	MA_RW_044_ST02.spr	MA_RW_000_ST03.spr	MA_RW_000_ST04.spr	MA_RW_044_ST05.spr	MA_RW_044_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_000_WK02.spr	MA_RW_044_WK03.spr	MA_RW_000_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_000_RN02.spr	MA_RW_044_RN03.spr	MA_RW_044_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_044_IJ02.spr	MA_RW_044_IJ03.spr	MA_RW_044_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_044_DE02.spr	MA_RW_044_DE03.spr	MA_RW_044_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_044_AT02.spr	MA_RW_044_AT03.spr	MA_RW_044_AT04.spr	MA_RW_044_AT05.spr	MA_RW_044_AT06.spr	MA_RW_044_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_044_MG01.spr	MA_RW_000_MG02.spr	MA_RW_044_MG03.spr	MA_RW_044_MG04.spr	MA_RW_044_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_044_RD01.spr	MA_RW_044_HW01.spr	MA_RW_044_HR01.spr	MA_RW_044_HA01.spr	MA_RW_044_HA02.spr	MA_RW_044_HM01.spr	MA_RW_044_HI01.spr	MA_RW_044_HD01.spr	MA_RW_044_RD01.spr	MA_RW_044_RD01.spr
长棍-火棍	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_044_ST01.spr	MA_RW_044_ST02.spr	MA_RW_000_ST03.spr	MA_RW_000_ST04.spr	MA_RW_044_ST05.spr	MA_RW_044_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_000_WK02.spr	MA_RW_044_WK03.spr	MA_RW_000_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_000_RN02.spr	MA_RW_044_RN03.spr	MA_RW_044_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_044_IJ02.spr	MA_RW_044_IJ03.spr	MA_RW_044_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_044_DE02.spr	MA_RW_044_DE03.spr	MA_RW_044_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_044_AT02.spr	MA_RW_044_AT03.spr	MA_RW_044_AT04.spr	MA_RW_044_AT05.spr	MA_RW_044_AT06.spr	MA_RW_044_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_044_MG01.spr	MA_RW_000_MG02.spr	MA_RW_044_MG03.spr	MA_RW_044_MG04.spr	MA_RW_044_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_044_RD01.spr	MA_RW_044_HW01.spr	MA_RW_044_HR01.spr	MA_RW_044_HA01.spr	MA_RW_044_HA02.spr	MA_RW_044_HM01.spr	MA_RW_044_HI01.spr	MA_RW_044_HD01.spr	MA_RW_044_RD01.spr	MA_RW_044_RD01.spr
长枪-金枪	MA_RW_000_ST01.spr	MA_RW_000_ST01.spr	MA_RW_045_ST01.spr	MA_RW_045_ST02.spr	MA_RW_000_ST03.spr	MA_RW_000_ST04.spr	MA_RW_045_ST05.spr	MA_RW_045_ST06.spr	MA_RW_000_ST07.spr	MA_RW_000_ST07.spr	MA_RW_000_ST08.spr	MA_RW_000_ST09.spr	MA_RW_000_WK01.spr	MA_RW_000_WK01.spr	MA_RW_000_WK02.spr	MA_RW_045_WK03.spr	MA_RW_000_WK04.spr	MA_RW_000_WK05.spr	MA_RW_000_WK05.spr	MA_RW_000_WK06.spr	MA_RW_000_RN01.spr	MA_RW_000_RN01.spr	MA_RW_000_RN02.spr	MA_RW_045_RN03.spr	MA_RW_045_RN04.spr	MA_RW_000_RN05.spr	MA_RW_000_RN06.spr	MA_RW_000_RN07.spr	MA_RW_000_IJ01.spr	MA_RW_045_IJ02.spr	MA_RW_045_IJ03.spr	MA_RW_045_IJ04.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ05.spr	MA_RW_000_IJ06.spr	MA_RW_000_DE01.spr	MA_RW_045_DE02.spr	MA_RW_045_DE03.spr	MA_RW_045_DE04.spr	MA_RW_000_DE05.spr	MA_RW_000_DE05.spr	MA_RW_000_DE06.spr	MA_RW_000_AT01.spr	MA_RW_045_AT02.spr	MA_RW_045_AT03.spr	MA_RW_045_AT04.spr	MA_RW_045_AT05.spr	MA_RW_045_AT06.spr	MA_RW_045_AT07.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT08.spr	MA_RW_000_AT09.spr	MA_RW_000_AT10.spr	MA_RW_000_AT11.spr	MA_RW_045_MG01.spr	MA_RW_000_MG02.spr	MA_RW_045_MG03.spr	MA_RW_045_MG04.spr	MA_RW_045_MG05.spr	MA_RW_000_MG06.spr	MA_RW_000_MG06.spr	MA_RW_000_MG07.spr	MA_RW_000_ZZ01.spr	MA_RW_000_JP01.spr	MA_RW_045_RD01.spr	MA_RW_045_HW01.spr	MA_RW_045_HR01.spr	MA_RW_045_HA01.spr	MA_RW_045_HA02.spr	MA_RW_045_HM01.spr	MA_RW_045_HI01.spr	MA_RW_045_HD01.spr	MA_RW_045_RD01.spr	MA_RW_045_RD01.spr
